 Image Link , Phylum, Size (L), Extinct, Litter Size, Main Prey, Color, Age Of Independence, Scientific Name, Weight, Type, Temperament, Wingspan, Average Size (L), Optimum pH Level, Skin Type, Favourite Food, Water Type, Top Speed, Size, Age Of Sexual Maturity, Incubation Period, Common Name, Biggest Threat, Order, Other Name(s), Lifestyle, Average Weight, Average Lifespan, Family, Average Spawn Size, Lifespan, Prey, Diet, Conservation Status, Size (H), Group Behaviour, Average Litter Size, Animal Name , Location, Kingdom, Average Clutch Size, Estimated Population Size, Fun Fact, Predators, Training, Average Size (H), Gestation Period, Age Of Fledgling, Class, Special Features, Average Size, Subfamily, Name Of Young, Distinctive Features, Age Of Weaning, Most Distinctive Feature, Genus, Habitat, Wing Span, Group, Number Of Species, Origin, Colour, 
https://a-z-animals.com/media/animals/images/470x370/ferret5.jpg ,Chordata,40cm - 50cm (18in - 21in), , ,Mice| Rabbit| Gophers, , ,Mustela Putorius Furo,0.7kg - 2kg (1.5lbs - 4lbs),Mammal, , , , ,Fur,Mice, ,25km/h (15mph), , , , , ,Carnivora, ,Solitary, , ,Mustelidae, ,7 - 10 years, ,Carnivore,Threatened, , ,4,Ferret, ,Animalia, , , ,Owls| Foxes| Badgers, , , , ,Mammalia, , , , ,Long thin body and large eyes, , ,Mustela,Forest and grasslands, , , , ,Brown| Black| Tan| Grey,
https://a-z-animals.com/media/animals/images/470x370/field_spaniel.jpg , , , , , , , , ,23kg (50lbs), , , , , , , , , ,46cm (18in), , ,Field Spaniel, , , , , , , , ,14 years, , , , , , ,Field Spaniel, , , , , , , , , , , , , , , , , , , , , ,Gun Dog, ,Great Britain, ,
https://a-z-animals.com/media/animals/images/470x370/fin_whale4.jpg ,Chordata,6.5m - 24m (21ft - 79ft), , ,Krill| Fish| Squid, , ,Balaenoptera Physalus,1|800kg - 70|000kg (4|000lbs - 150|000lbs),Mammal, , , , ,Smooth,Krill, ,40km/h (25mph), , , , , ,Cetacea, ,Herd, , ,Balaenopteridae, ,50 - 60 years, ,Carnivore,Endangered, , ,1,Fin Whale, ,Animalia, , , ,Human| Large Sharks, , , , ,Mammalia, , , , ,Pointed snout and two blowholes on top of head, , ,Balaenoptera,Deep offshore waters, , , , ,Grey| Black| White| Blue,
https://a-z-animals.com/media/animals/images/470x370/fire-bellied_toad4.jpg ,Chordata,4cm - 7cm (1.5in - 3in), , ,Insects| Worms| Spiders, , ,Bombina,20g - 80g (0.7oz - 2.8oz),Amphibian, , , , ,Permeable,Insects, ,8km/h (5mph), , , , , ,Anura, ,Solitary, , ,Bombinatoridae, ,10 - 15 years, ,Carnivore,Least Concern, , , ,Fire-Bellied Toad, ,Animalia,200, , ,Foxes| Snakes| Birds, , , , ,Amphibia, , , , ,Brightly coloured belly and long toes, , ,Bombina,Forests| jungle and marshes, , , , ,Black| Green| Grey| Brown| Yellow| Orange| Red,
https://a-z-animals.com/media/animals/images/470x370/fish8.jpg , , , , , , , , , ,Fresh| Brackish| Salt, , , ,5.0 - 9.0,Scales, , , ,2.5cm - 1m (0.9in - 3ft), , , , , , , , , , , ,1 - 60 years, ,Omnivore, , , , ,Fish, , , , , , , , , , , , , , , , , , , ,All freshwater and saltwater habitats, , , , ,Black| White| Yellow| Orange| Silver| Blue| Green| Red,
https://a-z-animals.com/media/animals/images/470x370/fishing_cat3.jpg ,Chordata,57cm - 85cm (22.4in - 33.4in), , , , , ,Prionailurus viverrinus,5.5kg - 8kg (12lbs - 17.6lbs), , , , , ,Fur, , ,55kph (34mph), ,9 - 10 months, ,Fishing Cat,Habitat loss,Carnivora, ,Nocturnal, , ,Felidae, ,10 - 12 years,Fish| Shellfish| Snakes,Carnivore,Endangered, ,Solitary,2,Fishing Cat,south-east Asia,Animalia, ,Less than 10|000,Scoops fish out of the water using its paw!,Human, , ,63 days, ,Mammalia, , , ,Kitten, ,4 - 6 months,Long| stocky body and slightly webbed paws,Prionailurus,Variety of wetland habitats, ,Mammal,2, ,Olive-Grey| Black,
https://a-z-animals.com/media/animals/images/470x370/flamingo6.jpg ,Chordata, , , ,Algae| Fish| Insects, , ,Phoenicopterus,2kg - 4kg (4.4lbs - 8.8lbs),Bird, ,100cm - 180cm (59in - 71in), , ,Feathers,Algae, ,50km/h (31mph), , , , , ,Phoenicopteriformes, ,Flock, , ,Phoenicopteridae, ,15 - 30 years, ,Omnivore,Least Concern,100cm - 150cm (39in - 59in), , ,Flamingo, ,Animalia,1, , ,Human| Eagles| Wild dogs, , , , ,Aves, , , , ,Long| curved beak and sleep standing on one leg, , ,Phoenicopterus,Large lakes and plant less lagoons, , , , ,Pink| Orange| Blue| White,
https://a-z-animals.com/media/animals/images/470x370/flat_coat_retriever.jpg , , , , , , , , ,32kg (70lbs), , , , , , , , , ,58cm (23in), , ,Flat-Coated Retriever, , , , , , , , ,12 years, , , , , , ,Flat Coat Retriever, , , , , , , , , , , , , , , , , , , , , ,Gun Dog, ,Great Britain, ,
https://a-z-animals.com/media/animals/images/470x370/flounder.jpg ,Chordata,12.5cm - 64cm (5in - 25in), , ,Small fish| Shrimp| Crabs, , ,Paralichthys, , , , , ,6.5 - 8.0,Scales,Small Fish,Salt, , , , ,Flounder, ,Pleuronectiformes, , , , ,Paralichthyidae, ,3 - 10 years, ,Carnivore,Least Concern, , , ,Flounder, ,Animalia,25, , ,Large Fish| Sharks| Eels, , , , ,Actinopterygii, , , , ,Flattened body often with coloured spots, , ,Paralichthys,Tropical coastal waters, , , ,Atlantic and Pacific Oceans,Brown| Black| Yellow| White| Tan,
https://a-z-animals.com/media/animals/images/470x370/flying_squirrel3.jpg ,Chordata, , , ,Nuts| Berries| Eggs, , ,Pteromyini,56g - 175g (2oz - 6oz),Mammal, , , , ,Fur,Nuts, ,24km/h (15mph), , , , , ,Rodentia, ,Solitary, , ,Sciuridae, ,5 - 8 years, ,Omnivore,Least Concern,20cm - 30cm (8in - 12in), ,4,Flying Squirrel, ,Animalia, , , ,Cats. Coyote| Raccoon , , , , ,Mammalia, , , , ,Small body size and  furry glide membrane, , ,Pteromyini,Forest and woodland, , , , ,Black| Brown| Grey| White| Tan,
https://a-z-animals.com/media/animals/images/470x370/fossa3.jpg ,Chordata,61cm - 80cm (24in - 32in)), , , , , ,Cryptoprocta ferox,7kg - 12kg (15lbs - 28.5lbs), , , , , ,Fur, , ,56kph (35mph), ,4 years, ,Fossa,Habitat loss,Carnivora, ,Nocturnal, , ,Eupleridae, ,15 - 20 years,Lemurs| Frogs| Lizards,Carnivore,Endangered, ,Solitary,2,Fossa,Madagascar,Animalia, ,Less than 2|500,Most closely related to the Mongoose!,Human| Crocodile, , ,3 months, ,Mammalia, , , ,Cub, ,4 months,Webbed toes and retractable claws,Cryptoprocta,Dense tropical forest, ,Mammal,1, ,Red| Brown| Black,
https://a-z-animals.com/media/animals/images/470x370/fox_terrier.jpg , , , , , , , , ,8kg (18lbs), , , , , , , , , ,38cm (15in), , ,Fox Terrier, , , , , , , , ,14 years, , , , , , ,Fox Terrier, , , , , , , , , , , , , , , , , , , , , ,Terrier, ,Great Britain, ,
https://a-z-animals.com/media/animals/images/470x370/french_bulldog.jpg , , , , , , , , ,10kg (22lbs), , , , , , , , , ,30cm (12in), , ,French Bulldog, , , , , , , , ,12 years, , , , , , ,French Bulldog, , , , , , , , , , , , , , , , , , , , , ,Mastiff, ,France, ,
https://a-z-animals.com/media/animals/images/470x370/frigatebird1.jpg ,Chordata, , , ,Fish| Crab| Squid, , ,Fregata,0.9kg - 1.9kg (1.9lbs - 4.2lbs),Bird, ,150cm - 250cm (59in - 98in), , ,Feathers,Fish, ,15km/h (9mph), , , , , ,Pelecaniformes, ,Colony, , ,Fregatidae, ,15 - 25 years, ,Carnivore,Least Concern,65cm - 100cm (25in - 39in), , ,Frigatebird, ,Animalia,1, , ,Humans| Rats| Cats, , , , ,Aves, , , , ,Large wingspan and enlarged red throat of the male, , ,Fregata,Tropical coasts and islands, , , , ,Black| White| Brown| Red,
https://a-z-animals.com/media/animals/images/470x370/frilled_lizard.jpg ,Chordata,60cm - 100cm (24in - 40in), , ,Insects| Rodents| Spiders, , ,Chlamydosaurus Kingii,0.5kg - 1kg (1.1lbs - 2.2lbs),Reptile, , , , ,Scales,Insects, ,48km/h (30mph), , , , , ,Squamata, ,Solitary, , ,Agamidae, ,10 - 20 years, ,Omnivore,Least Concern, , , ,Frilled Lizard, ,Animalia,12, , ,Snakes| Owls| Dingos, , , , ,Reptilia, , , , ,Long tail and large expanding frill on neck, , ,Chlamydosaurus,Tropical forests and woodland, , , , ,Black| Brown| Tan| Yellow,
https://a-z-animals.com/media/animals/images/470x370/frog4.jpg ,Chordata,0.1cm - 30cm (0.39in - 12in), , ,Fly| Worms| Insects, , ,Rana Temporaria,2g - 3|000g (0.07oz - 128oz),Amphibian, , , , ,Permeable scales,Fly, ,17km/h (10mph), , , , , ,Anura, ,Solitary, , ,Neobatrachian, ,1 - 8 years, ,Omnivore,Threatened, , ,2|000,Frog, ,Animalia, , , ,Fox| Birds| Snakes, , , , ,Amphibia, , , , ,Brightly coloured skin and long sticky tongue, , , ,Rainforest and swampland, , , , ,Multi-coloured,
https://a-z-animals.com/media/animals/images/470x370/fur_seal_7.jpg ,Chordata,1.5m - 2m (59in - 79in), , ,Squid| Fish| Birds, , ,Arctocephalinae,105kg - 300kg (230lbs - 661lbs),Mammal, , , , ,Fur,Squid, ,44km/h (27mph), , , , , ,Carnivora, ,Herd, , ,Otariidae, ,12 - 18 years, ,Carnivore,Threatened, , ,1,Fur Seal, ,Animalia, , , ,Leopard Seal| Sharks| Killer Whale, , , , ,Mammalia, , , , ,External ear flaps and stocky build, , ,Arctocephalus,Cold waters and rocky land, , , , ,Brown| Black| Grey,
https://a-z-animals.com/media/animals/images/470x370/galapagos_penguin.jpg ,Chordata, , , ,Krill| Fish| Shrimp, , ,Spheniscus Mendiculus,2kg - 4kg (4.4lbs - 8.8lbs),Bird, , , , ,Feathers,Krill, , , , , , , ,Sphenisciformes, ,Colony, , ,Spheniscidae, ,15 - 20 years, ,Carnivore,Endangered,48cm - 50cm (19in - 20in), ,2,Galapagos Penguin, ,Animalia, , , ,Leopard Seal| Killer Whale| Sharks, , , , ,Aves, , , , ,Small body size and fully black head, , ,Spheniscus,Rocky Ocean Islands, , , , ,Black| White| Grey,
https://a-z-animals.com/media/animals/images/470x370/galapagos_tortoise3.jpg ,Chordata, , , ,Grass| Fruit| Cactus, , ,Geochelone Nigra,200-300kg (441-661lbs),Reptile, , , , ,Scales,Grass, ,0.5km/h (0.3mph),1-1.2m (3.2-4ft), , , , ,Testudines, ,Solitary, , ,Testudinidae, ,100-150 years, ,Herbivore,Endangered, , ,24,Galapagos Tortoise, ,Animalia, , , ,Human| Hawk| Wild dogs, , , , ,Reptilia,Hard shell over body and long neck , , , , , , ,Geochelone,Volcanic lowlands and shrub land, , , , ,Brown| Grey,
https://a-z-animals.com/media/animals/images/470x370/cougar.jpg ,Chordata,1.5m - 2.75m (5ft - 9ft), , ,Deer| Elk| Beavers, , ,Felis Concolor,29kg - 90kg (64lbs - 198lbs),Mammal, , , , ,Fur,Deer, ,45km/h (30mph), , , , , ,Carnivora, ,Solitary, , ,Felidae, ,10 - 20 years, ,Carnivore,Least Concern, , ,3,Cougar, ,Animalia, , , ,Human| Grizzly Bear, , , , ,Mammalia, , , , ,Powerful forearms and paws and muscular jaw, , ,Puma,Forest and mountainous regions, , , , ,Tan| Black| Brown,
https://a-z-animals.com/media/animals/images/470x370/gecko8.jpg ,Chordata, , , ,Insects| Worms| Small Birds, , ,Gekkonidae,18g (0.5oz),Reptile, , , , ,Scales,Insects, ,48km/h (30mph),0.1-40cm (0.04-15.7in), , , , ,Squamata, ,Solitary, , ,Gekkonidae, ,2-9 years, ,Carnivore,Threatened, , ,2,Gecko, ,Animalia, , , ,Snake| Birds| Spiders, , , , ,Reptilia,Elongated body and able to walk up vertical surfaces, , , , , , ,Gekkoninae,Rocky deserts and mountainous regions, , , , ,Tan| Black| Brown| White| Green| Blue| Orange| Yellow,
https://a-z-animals.com/media/animals/images/470x370/gentoo_penguin.jpg ,Chordata, , , ,Krill| Fish| Shrimp, , ,Pygoscelis papua,4kg - 8kg (8.8lbs - 18lbs),Bird, , , , ,Feathers,Krill, , , , , , , ,Sphenisciformes, ,Colony, , ,Spheniscidae, ,15 - 20 years, ,Carnivore,Near Threatened,51cm - 90cm (20in - 36in), ,2,Gentoo Penguin, ,Animalia, , , ,Leopard Seal| Killer Whale| Sharks, , , , ,Aves, , , , ,Small head with orange beak and feet, , ,Pygoscelis,Rocky Antarctic Islands, , , , ,Black| White| Grey| Orange,
https://a-z-animals.com/media/animals/images/470x370/geoffroys_tamarin.jpg ,Chordata,18cm - 30cm (7in - 12in), , ,Fruit| Insects| Rodents, , ,Saguinus Geoffroyi,220g - 900g (7.7oz - 32oz),Mammal, , , , ,Fur,Fruit, ,40km/h (24mph), , , , , ,Primates, ,Troop, , ,Callitrichidae, ,8 - 15 years, ,Omnivore,Least Concern, , ,2,Geoffroys Tamarin, ,Animalia, , , ,Hawks| Snakes| Wild Cats, , , , ,Mammalia, , , , ,Small body size and long| thin tail, , ,Saguinus,Lowland tropical forest, , , , ,Grey| Black| White| Brown,
https://a-z-animals.com/media/animals/images/470x370/gerbil3.jpg ,Cnidaria, , , ,Seeds| Fruit| Nuts, , ,Gerbillinae,56.6113g (2-4oz),Mammal, , , , ,Fur,Seeds, ,6km/h (4mph),7-15cm (2.5-6in), , , , ,Rodentia, ,Solitary, , ,Muridae, ,3-5 years, ,Omnivore,Least Concern, , ,8,Gerbil, ,Animalia, , , ,Birds| Snakes| Wildcats, , , , ,Mammalia,Small body and long detachable tail, , , , , , ,Gerbillinae,Dry deserts, , , , ,Brown| Grey| White| Black| Tan,
https://a-z-animals.com/media/animals/images/470x370/german_pinscher.jpg , , , , , , , , ,16kg (35lbs), , , , , , , , , ,48cm (19in), , ,German Pinscher, , , , , , , , ,15 years, , , , , , ,German Pinscher, , , , , , , , , , , , , , , , , , , , , ,Terrier, ,Germany, ,
https://a-z-animals.com/media/animals/images/470x370/german_shepherd.jpg , , , , , , , , ,43kg (95lbs), , , , , , , , , ,66cm (26in), , ,German Shepherd , , , , , , , , ,12 years, , , , , , ,German Shepherd, , , , , , , , , , , , , , , , , , , , , ,Herd, ,Germany, ,
https://a-z-animals.com/media/animals/images/470x370/gharial4.jpg ,Chordata,3.6m - 6.5m (11.8ft - 21ft), , , , ,1 - 2 years,Gavialis gangeticus,150kg - 250kg (330.7lbs - 551lbs), , , , , ,Plate-like scales, , ,24kph (15mph), ,10 years,3 months,Gharial,Habitat loss and hunting,Crocodilia,Indian gharial| Fish-eating gharial| Gavial,Nocturnal, , ,Gavialidae, ,30 - 50 years,Fish| crustaceans| waterfowl| frogs,Carnivore,Critically Endangered, ,Solitary, ,Gharial,Northern India and Nepal,Animalia,30 - 50,182,Males blow bubbles using the bump on their snout!,Humans| Snakes| Birds of prey, , , , ,Reptilia, , , ,Hatchling, , ,Long and slender snout,Gavialis,Wide and calm slow-moving rivers, ,Reptile,2, ,Grey| Olive,
https://a-z-animals.com/media/animals/images/470x370/giant_clam6.jpg ,Mollusca, , , ,Algae| Phytoplantkon| Nutrients In Water, , ,Tridacna Gigas,100-200kg (220-440lbs), , , , , ,Shell,Algae, , ,90-120cm (35-47in), , ,Giant Clam, , , , , ,20-100 years,Tridacnidae, , , , ,Threatened, , ,Millions,Giant Clam,Indian and Pacific Oceans,Animalia, , , ,Eels| Snails| Starfish, , , , ,Bivalvia,Large zig-zag edged shell, , , , , , ,Tridacna,Saltwater seafloors, , ,100, ,Green| Red| Blue| Yellow| Orange| Brown| Pink,
https://a-z-animals.com/media/animals/images/470x370/giant_panda_bear.jpg ,Chordata, , , , , , ,Ailuropoda melanoleuca,110kg - 250kg (242lbs - 551lbs), , , , , ,Fur, , ,32kph (20mph), ,4 - 8 years, ,Giant Panda| Giant Panda Bear,Habitat loss,Carnivora,Giant Bear Cat| Bamboo Bear,Diurnal/Nocturnal, , ,Ursidae, ,20 - 35 years,Bamboo| Fruits| Rodents,Omnivore,Vulnerable,1.5m - 1.8m (4.9ft - 6ft),Solitary,1,Giant Panda Bear,Mountains of central China,Animalia, ,2|000,Bamboo makes up 99 per cent of their diet!,Humans| Leopards| Birds of Prey, , ,5 months, ,Mammalia, , , ,Cub, ,12 - 15 months,Extension of wrist bone acts as a thumb,Ailuropoda,High-altitude| moist bamboo forest, ,Mammal,1, ,Black| White| Brown,
https://a-z-animals.com/media/animals/images/470x370/gibbon6.jpg ,Chordata, , , ,Fruit| Eggs| Insects, , ,Hylobatidae,6-9kg (13.2-19.8lbs),Mammal, , , , ,Hair,Fruit, ,56km/h (35mph),50-90cm (19.6-35in), , , , ,Primates, ,Troop, , ,Hylobatidae, ,25-40 years, ,Omnivore,Threatened, , ,1,Gibbon, ,Animalia, , , ,Leopards| Snakes| Birds Of Prey, , , , ,Mammalia,Very long arms and lightweight body, , , , , , ,Hylobates,Dense forest and jungle, , , , ,Black| Brown| White| Grey| Yellow,
https://a-z-animals.com/media/animals/images/470x370/gila_monster5.jpg ,Chordata, , , ,Eggs| Small Mammals| Birds and Reptiles, , ,Heloderma Suspectum,1.3-2.2kg (3-5lbs),Reptile, , , , ,Scales,Eggs, ,24km/h (15mph),30-60cm (12-24in), , , , ,Squamata, ,Solitary, , ,Helodermatidae, ,20-30 years, ,Carnivore,Threatened, , , ,Gila Monster, ,Animalia,8, , ,Humans| Coyotes| Birds Of Prey, , , , ,Reptilia,Fat-storing tail and venomous bite, , , , , , ,Heloderma,Shrubland| desert and woodland, , , , ,Tan| Brown| Black| Grey| White,
https://a-z-animals.com/media/animals/images/470x370/giraffe_10.jpg ,Chordata, , , , , , ,Giraffa camelopardalis,550kg - 1|930kg (1|200lbs - 4|200lbs), , , , , ,Hair, , ,48kph (30mph), ,3.5 - 4.5 years, ,Giraffe,Hunting and habitat loss,Artiodactyla, ,Diurnal, , ,Giraffidae, ,20 - 25 years,Leaves| Fruits| Seeds,Herbivore,Endangered,4m - 6m (13ft - 20ft),Herd,1,Giraffe,sub-Saharan Africa,Animalia, ,Stable,Long| black tongue can grow to 18 inches long!,Lions| Leopards| Hyenas, , ,457 days, ,Mammalia, , , ,Calf, ,13 months,Elongated neck and unique patterned coat,Giraffa,Open woodland and savannah, ,Mammal,9, ,White| Tan| Red| Brown| Black,
https://a-z-animals.com/media/animals/images/470x370/glass_lizard.jpg ,Chordata,60cm - 121cm (2ft - 4ft), , ,Insects| Snails| Spiders, , ,Ophisaurus,300g - 600g (11oz - 21oz),Reptile, , , , ,Scales,Insects, ,9.7km/h (6mph), , , , , ,Squamata, ,Solitary, , ,Anguidae, ,10 - 30 years, ,Carnivore,Least Concern, , , ,Glass Lizard, ,Animalia,6, , ,Birds| Mammals| Snakes, , , , ,Reptilia, , , , ,Forked tongue and detachable tail, , ,Ophisaurus,Sandy coastal regions, , , , ,Black| Brown| Tan| Yellow| Grey| Green,
https://a-z-animals.com/media/animals/images/470x370/glow_worm2.jpg ,Arthropoda, , , ,Snails| Slugs| Insects, , ,Arachnocampa luminosa, , , , , , ,Shell,Snails, , ,2.5-5.0cm (1-2in), , ,Glow Worm, ,Coleoptera, , , ,5 months,Lampyridae, , , ,Omnivore,Threatened, , ,75,Glow Worm,Worldwide,Animalia, , , ,Spiders| Birds| Centipedes, , , , ,Insecta,Long| flat body and green light on tail, , , , , , , ,Undisturbed woodland and caves, , ,12, ,Black| Brown| Yellow| Green| Red,
https://a-z-animals.com/media/animals/images/470x370/goat1.jpg ,Chordata, , , ,Grass| Fruit| Leaves, , ,Capra Aegagrus Hircus,54-77kg (120-170lbs),Mammal, , , , ,Fur,Grass, ,17km/h (10mph),40-80cm (15.7-31.5in), , , , ,Artiodactyla, ,Herd, , ,Bovidae, ,10-15 years, ,Herbivore,Least Concern, , ,2,Goat, ,Animalia, , , ,Human| Wolf| Mountain Lion, , , , ,Mammalia,Long ears and two horns, , , , , , ,Capra,Dry woodland and mountainous regions, , , , ,Brown| Black| White| Tan,
https://a-z-animals.com/media/animals/images/470x370/golden_lion_tamarin.jpg ,Chordata, , , ,Fruit| Insects| Small Mammals| Small Reptiles, , ,Leontopithecus Rosalia,550-700g (19-25oz),Mammal, , , , ,Hair,Fruit, ,40km/h (24mph),20-33.5cm (13.2-8in), , , , ,Primates, ,Troop, , ,Callitrichidae, ,8-15 years, ,Omnivore,Endangered, , ,2,Golden Lion Tamarin, ,Animalia, , , ,Hawks| Wild Cats| Snakes| Rats, , , , ,Mammalia,Golden colour and thick lion-like mane on top of head, , , , , , ,Leontopithecus,Lowland tropical forest, , , , ,Gold| Orange| Black| Brown,
https://a-z-animals.com/media/animals/images/470x370/golden_oriole.jpg ,Chordata, , , , , , ,Oriolus oriolus,15g - 20g (0.5oz - 0.7oz), , ,44cm - 47cm (17in - 18.5in), , ,Feathers, , ,42kph (26mph), ,1 year,15 - 18 days,Golden Oriole,Habitat loss,Passeriformes,Eurasian Oriole,Diurnal, , ,Oriolidae, ,8 - 12 years,Insects| Fruit| Seeds,Omnivore,Least Concern,20cm - 24cm (7.8in - 9.4in),Solitary, ,Golden Oriole,Across Europe and Asia,Animalia,4,Sustainable,Migrates between Europe and Asia!,Eagles| Storks| Raptors, , , ,20 days,Aves, , , ,Chick,Yellow plumage of males and bright red eyes, , ,Oriolus,Woodlands and open forests, ,Bird,2, ,Yellow| Black| Green| Brown,
https://a-z-animals.com/media/animals/images/470x370/golden_retriever.jpg , , , , , , , , ,34kg (75lbs), , , , , , , , , ,61cm (24in), , ,Golden Retriever, , , , , , , , ,12 years, , , , , , ,Golden Retriever, , , , , , , , , , , , , , , , , , , , , ,Gun Dog, ,Great Britain, ,
https://a-z-animals.com/media/animals/images/470x370/geese3.jpg ,Chordata,60cm - 120cm (23.6in - 50in), , ,Grass| Seeds| Berries, , ,Branta,1.5kg - 8kg (3.3lbs - 17lbs),Bird, ,83cm - 170cm (32.7in - 68in), , ,Feathers,Grass, ,90km/h (55mph), , , , , ,Anseriformes, ,Flock, , ,Anatidae, ,12 - 26 years, ,Omnivore,Least Concern, , , ,Goose, ,Animalia,5, , ,Fox| Owl| Raccoon| Wild dogs, , , , ,Aves, , , , ,Long neck and noisy communication calls, , ,Anserini,Large ponds| rivers and lake shores, , , , ,Grey| Brown| Black| White,
https://a-z-animals.com/media/animals/images/470x370/gopher_4.jpg ,Cnidaria, , , ,Roots| Fruit| Leaves, , ,Spermophilus Richardsonii,220-1|000g (7.8-35.2oz),Mammal, , , , ,Fur,Roots, ,25km/h (16mph),12-30cm (4.7-12in), , , , ,Rodentia, ,Social, , ,Sciuridae, ,3-5 years, ,Omnivore,Threatened, , ,6,Gopher, ,Animalia, , , ,Owls| Snakes| Coyotes, , , , ,Mammalia,Puffy face and long front teeth, , , , , , ,Spermophilus,Woodland and grass prairies, , , , ,Brown| Tan,
https://a-z-animals.com/media/animals/images/470x370/gorilla4.jpg ,Chordata, , , ,Leaves| Fruit| Flowers, , ,Troglodytes Gorilla,100-200kg (220-440lbs),Mammal, , , , ,Hair,Leaves, ,40km/h (25mph),1.4-1.7m (4.7-5.5ft), , , , ,Primates, ,Troop, , ,Hominidae, ,35-50 years, ,Herbivore,Threatened, , ,1,Gorilla, ,Animalia, , , ,Human| Leopard| Crocodile, , , , ,Mammalia,Large head and long arms, , , , , , ,Gorilla,Rainforest and dense jungle, , , , ,Black| Grey,
https://a-z-animals.com/media/animals/images/470x370/grasshopper8.jpg ,Arthropoda, , , ,Grass| Weeds| Shrubs, , ,Caelifera, , , , , , ,Shell,Grass, , ,38-50mm (1.5-2in), , ,Grasshopper, ,Orthoptera, , , ,1 year,Caelifera, , , ,Herbivore,Least Concern, , ,4,Grasshopper,Worldwide,Animalia, , , ,Birds| Rodents| Reptiles| Insects, , , , ,Insecta,Long| thin antenna and the ability to jump , , , , , , , ,Fields and meadows, , ,11|000, ,Brown| Yellow| Green,
https://a-z-animals.com/media/animals/images/470x370/great_dane.jpg , , , , , , , , ,45kg (100lbs), , , , , , , , , ,81cm (32in), , ,Great Dane , , , , , , , , ,7 years, , , , , , ,Great Dane, , , , , , , , , , , , , , , , , , , , , ,Mastiff, ,Germany, ,
https://a-z-animals.com/media/animals/images/470x370/white_shark2.jpg ,Chordata,5.5m - 8m (18ft - 26ft), , , , ,From birth,Carcharodon carcharias,1|110kg - 2|240kg (2|450lbs - 4|938lbs), , , , ,5.0 - 7.0,Tough, ,Salt,24kph (15mph), ,17 years,12 - 18 months,Great White Shark,Hunting and habitat degredation,Lamniformes,White Shark| White Pointer Shark,Diurnal, , ,Lamnidae,9,30 - 40 years,Seals| Sea Lions| Dolphins,Carnivore,Vulnerable, ,Solitary, ,Great White Shark,Worldwide,Animalia, ,Unknown,Have up to 300 serrated| triangular teeth!,Killer Whales| Sharks| Humans, , , , ,Chondrichthyes, , , ,Pup,Large pointed snout and powerful tail fin, , ,Carcharodon,Temperate| coastal waters and open ocean, ,Fish,1, ,Grey| Black| White,
